x,y,width,height,frame,max_w,max_h,label,image
479,161,390,350,339,960,540,2,Bertie_frame_00339.jpg
2,197,193,325,339,960,540,13,Oscar_frame_00339.jpg
509,21,221,254,339,960,540,5,Friedrich_frame_00339.jpg
50,66,214,212,339,960,540,1,Alexander_frame_00339.jpg
498,163,381,351,340,960,540,2,Bertie_frame_00340.jpg
12,191,183,338,340,960,540,13,Oscar_frame_00340.jpg
504,28,243,253,340,960,540,5,Friedrich_frame_00340.jpg
53,59,186,211,340,960,540,1,Alexander_frame_00340.jpg
493,163,392,351,341,960,540,2,Bertie_frame_00341.jpg
1,189,198,344,341,960,540,13,Oscar_frame_00341.jpg
511,30,261,247,341,960,540,5,Friedrich_frame_00341.jpg
55,53,195,209,341,960,540,1,Alexander_frame_00341.jpg
500,160,379,354,342,960,540,2,Bertie_frame_00342.jpg
1,193,203,348,342,960,540,13,Oscar_frame_00342.jpg
524,41,253,242,342,960,540,5,Friedrich_frame_00342.jpg
20,65,209,212,342,960,540,1,Alexander_frame_00342.jpg
494,165,387,336,343,960,540,2,Bertie_frame_00343.jpg
10,193,197,334,343,960,540,13,Oscar_frame_00343.jpg
565,28,203,248,343,960,540,5,Friedrich_frame_00343.jpg
20,68,207,200,343,960,540,1,Alexander_frame_00343.jpg
488,165,396,345,344,960,540,2,Bertie_frame_00344.jpg
1,209,217,325,344,960,540,13,Oscar_frame_00344.jpg
558,46,210,218,344,960,540,5,Friedrich_frame_00344.jpg
4,71,230,189,344,960,540,1,Alexander_frame_00344.jpg
479,175,434,341,345,960,540,2,Bertie_frame_00345.jpg
1,218,222,318,345,960,540,13,Oscar_frame_00345.jpg
572,19,225,272,345,960,540,5,Friedrich_frame_00345.jpg
14,71,216,203,345,960,540,1,Alexander_frame_00345.jpg
486,197,459,321,346,960,540,2,Bertie_frame_00346.jpg
20,230,210,311,346,960,540,13,Oscar_frame_00346.jpg
598,40,225,253,346,960,540,5,Friedrich_frame_00346.jpg
14,76,211,201,346,960,540,1,Alexander_frame_00346.jpg
486,203,470,314,347,960,540,2,Bertie_frame_00347.jpg
1,223,242,309,347,960,540,13,Oscar_frame_00347.jpg
602,38,235,251,347,960,540,5,Friedrich_frame_00347.jpg
13,86,221,190,347,960,540,1,Alexander_frame_00347.jpg
491,206,465,310,348,960,540,2,Bertie_frame_00348.jpg
1,228,260,299,348,960,540,13,Oscar_frame_00348.jpg
609,35,240,238,348,960,540,5,Friedrich_frame_00348.jpg
2,116,258,177,348,960,540,1,Alexander_frame_00348.jpg
498,207,463,317,349,960,540,2,Bertie_frame_00349.jpg
6,248,350,293,349,960,540,13,Oscar_frame_00349.jpg
616,40,232,249,349,960,540,5,Friedrich_frame_00349.jpg
5,146,232,133,349,960,540,1,Alexander_frame_00349.jpg
518,207,443,316,350,960,540,2,Bertie_frame_00350.jpg
28,239,333,302,350,960,540,13,Oscar_frame_00350.jpg
623,32,230,284,350,960,540,5,Friedrich_frame_00350.jpg
1,149,247,140,350,960,540,1,Alexander_frame_00350.jpg
525,210,436,309,351,960,540,2,Bertie_frame_00351.jpg
1,231,149,228,351,960,540,17,William_frame_00351.jpg
20,248,385,285,351,960,540,13,Oscar_frame_00351.jpg
634,42,206,268,351,960,540,5,Friedrich_frame_00351.jpg
1,155,270,108,351,960,540,1,Alexander_frame_00351.jpg
542,185,419,332,352,960,540,2,Bertie_frame_00352.jpg
1,233,151,230,352,960,540,17,William_frame_00352.jpg
48,270,371,254,352,960,540,13,Oscar_frame_00352.jpg
623,59,217,257,352,960,540,5,Friedrich_frame_00352.jpg
1,173,265,98,352,960,540,1,Alexander_frame_00352.jpg
551,161,410,351,353,960,540,2,Bertie_frame_00353.jpg
1,221,170,242,353,960,540,17,William_frame_00353.jpg
41,265,377,250,353,960,540,13,Oscar_frame_00353.jpg
654,67,193,265,353,960,540,5,Friedrich_frame_00353.jpg
1,175,259,102,353,960,540,1,Alexander_frame_00353.jpg
563,156,398,366,354,960,540,2,Bertie_frame_00354.jpg
1,231,175,225,354,960,540,17,William_frame_00354.jpg
48,269,366,264,354,960,540,13,Oscar_frame_00354.jpg
667,72,196,259,354,960,540,5,Friedrich_frame_00354.jpg
1,170,272,126,354,960,540,1,Alexander_frame_00354.jpg
563,158,398,365,355,960,540,2,Bertie_frame_00355.jpg
1,252,168,214,355,960,540,17,William_frame_00355.jpg
70,269,360,264,355,960,540,13,Oscar_frame_00355.jpg
668,76,197,268,355,960,540,5,Friedrich_frame_00355.jpg
1,181,282,104,355,960,540,1,Alexander_frame_00355.jpg
566,156,395,359,356,960,540,2,Bertie_frame_00356.jpg
1,257,167,176,356,960,540,17,William_frame_00356.jpg
54,257,397,274,356,960,540,13,Oscar_frame_00356.jpg
688,81,170,245,356,960,540,5,Friedrich_frame_00356.jpg
1,182,265,105,356,960,540,1,Alexander_frame_00356.jpg
567,158,394,360,357,960,540,2,Bertie_frame_00357.jpg
1,260,164,161,357,960,540,17,William_frame_00357.jpg
48,259,410,282,357,960,540,13,Oscar_frame_00357.jpg
695,72,168,279,357,960,540,5,Friedrich_frame_00357.jpg
1,188,281,107,357,960,540,1,Alexander_frame_00357.jpg
557,158,404,362,358,960,540,2,Bertie_frame_00358.jpg
1,265,159,170,358,960,540,17,William_frame_00358.jpg
86,250,383,278,358,960,540,13,Oscar_frame_00358.jpg
695,91,158,232,358,960,540,5,Friedrich_frame_00358.jpg
1,184,280,106,358,960,540,1,Alexander_frame_00358.jpg
551,161,410,349,359,960,540,2,Bertie_frame_00359.jpg
1,272,170,156,359,960,540,17,William_frame_00359.jpg
110,235,381,306,359,960,540,13,Oscar_frame_00359.jpg
695,100,173,227,359,960,540,5,Friedrich_frame_00359.jpg
1,186,286,116,359,960,540,1,Alexander_frame_00359.jpg
553,160,408,361,360,960,540,2,Bertie_frame_00360.jpg
1,274,172,154,360,960,540,17,William_frame_00360.jpg
114,223,377,317,360,960,540,13,Oscar_frame_00360.jpg
689,102,173,212,360,960,540,5,Friedrich_frame_00360.jpg
1,184,273,114,360,960,540,1,Alexander_frame_00360.jpg
533,164,412,359,361,960,540,2,Bertie_frame_00361.jpg
1,244,180,196,361,960,540,17,William_frame_00361.jpg
96,224,393,297,361,960,540,13,Oscar_frame_00361.jpg
689,95,160,231,361,960,540,5,Friedrich_frame_00361.jpg
1,188,256,97,361,960,540,1,Alexander_frame_00361.jpg
532,164,403,351,362,960,540,2,Bertie_frame_00362.jpg
1,245,182,172,362,960,540,17,William_frame_00362.jpg
91,230,416,288,362,960,540,13,Oscar_frame_00362.jpg
688,97,159,223,362,960,540,5,Friedrich_frame_00362.jpg
1,179,254,113,362,960,540,1,Alexander_frame_00362.jpg
512,164,433,362,363,960,540,2,Bertie_frame_00363.jpg
1,248,187,166,363,960,540,17,William_frame_00363.jpg
76,228,419,305,363,960,540,13,Oscar_frame_00363.jpg
680,91,139,230,363,960,540,5,Friedrich_frame_00363.jpg
1,170,272,123,363,960,540,1,Alexander_frame_00363.jpg
519,164,416,356,364,960,540,2,Bertie_frame_00364.jpg
1,254,194,165,364,960,540,17,William_frame_00364.jpg
96,218,402,311,364,960,540,13,Oscar_frame_00364.jpg
637,95,172,237,364,960,540,5,Friedrich_frame_00364.jpg
1,177,264,135,364,960,540,1,Alexander_frame_00364.jpg
539,159,405,355,365,960,540,2,Bertie_frame_00365.jpg
1,245,192,168,365,960,540,17,William_frame_00365.jpg
70,226,412,296,365,960,540,13,Oscar_frame_00365.jpg
600,96,209,265,365,960,540,5,Friedrich_frame_00365.jpg
1,158,245,144,365,960,540,1,Alexander_frame_00365.jpg
557,156,403,356,366,960,540,2,Bertie_frame_00366.jpg
1,219,191,194,366,960,540,17,William_frame_00366.jpg
45,237,413,290,366,960,540,13,Oscar_frame_00366.jpg
575,91,233,255,366,960,540,5,Friedrich_frame_00366.jpg
1,170,261,118,366,960,540,1,Alexander_frame_00366.jpg
569,167,392,347,367,960,540,2,Bertie_frame_00367.jpg
1,226,196,169,367,960,540,17,William_frame_00367.jpg
74,231,377,296,367,960,540,13,Oscar_frame_00367.jpg
558,80,258,274,367,960,540,5,Friedrich_frame_00367.jpg
2,125,239,159,367,960,540,1,Alexander_frame_00367.jpg
598,184,363,329,368,960,540,2,Bertie_frame_00368.jpg
1,233,189,194,368,960,540,17,William_frame_00368.jpg
98,223,353,293,368,960,540,13,Oscar_frame_00368.jpg
556,84,265,266,368,960,540,5,Friedrich_frame_00368.jpg
1,116,240,188,368,960,540,1,Alexander_frame_00368.jpg
633,158,328,354,369,960,540,2,Bertie_frame_00369.jpg
1,230,192,195,369,960,540,17,William_frame_00369.jpg
104,226,364,293,369,960,540,13,Oscar_frame_00369.jpg
557,86,260,264,369,960,540,5,Friedrich_frame_00369.jpg
4,113,188,176,369,960,540,1,Alexander_frame_00369.jpg
674,179,287,342,370,960,540,2,Bertie_frame_00370.jpg
17,216,172,227,370,960,540,17,William_frame_00370.jpg
114,220,347,309,370,960,540,13,Oscar_frame_00370.jpg
540,77,250,294,370,960,540,5,Friedrich_frame_00370.jpg
2,119,164,172,370,960,540,1,Alexander_frame_00370.jpg
705,176,256,340,371,960,540,2,Bertie_frame_00371.jpg
30,206,165,251,371,960,540,17,William_frame_00371.jpg
122,218,335,309,371,960,540,13,Oscar_frame_00371.jpg
545,79,255,300,371,960,540,5,Friedrich_frame_00371.jpg
1,118,180,172,371,960,540,1,Alexander_frame_00371.jpg
737,181,224,342,372,960,540,2,Bertie_frame_00372.jpg
14,203,182,249,372,960,540,17,William_frame_00372.jpg
138,220,326,299,372,960,540,13,Oscar_frame_00372.jpg
509,81,308,336,372,960,540,5,Friedrich_frame_00372.jpg
4,119,164,163,372,960,540,1,Alexander_frame_00372.jpg
772,224,189,293,373,960,540,2,Bertie_frame_00373.jpg
25,203,179,249,373,960,540,17,William_frame_00373.jpg
831,77,130,228,373,960,540,7,Haakon_frame_00373.jpg
147,235,296,280,373,960,540,13,Oscar_frame_00373.jpg
484,89,326,330,373,960,540,5,Friedrich_frame_00373.jpg
11,107,166,158,373,960,540,1,Alexander_frame_00373.jpg
760,242,201,271,374,960,540,2,Bertie_frame_00374.jpg
21,203,188,242,374,960,540,17,William_frame_00374.jpg
805,64,156,269,374,960,540,7,Haakon_frame_00374.jpg
144,228,331,299,374,960,540,13,Oscar_frame_00374.jpg
453,81,326,333,374,960,540,5,Friedrich_frame_00374.jpg
20,104,123,173,374,960,540,1,Alexander_frame_00374.jpg
779,240,182,274,375,960,540,2,Bertie_frame_00375.jpg
22,207,185,235,375,960,540,17,William_frame_00375.jpg
743,72,218,268,375,960,540,7,Haakon_frame_00375.jpg
152,232,321,292,375,960,540,13,Oscar_frame_00375.jpg
461,80,300,346,375,960,540,5,Friedrich_frame_00375.jpg
8,96,160,179,375,960,540,1,Alexander_frame_00375.jpg
776,256,185,254,376,960,540,2,Bertie_frame_00376.jpg
20,203,199,254,376,960,540,17,William_frame_00376.jpg
731,61,230,288,376,960,540,7,Haakon_frame_00376.jpg
242,223,236,307,376,960,540,13,Oscar_frame_00376.jpg
469,91,289,311,376,960,540,5,Friedrich_frame_00376.jpg
1,95,177,181,376,960,540,1,Alexander_frame_00376.jpg
788,256,173,239,377,960,540,2,Bertie_frame_00377.jpg
16,211,206,239,377,960,540,17,William_frame_00377.jpg
739,52,222,305,377,960,540,7,Haakon_frame_00377.jpg
287,209,196,331,377,960,540,13,Oscar_frame_00377.jpg
443,92,291,315,377,960,540,5,Friedrich_frame_00377.jpg
2,86,175,219,377,960,540,1,Alexander_frame_00377.jpg
815,257,146,253,378,960,540,2,Bertie_frame_00378.jpg
35,209,181,228,378,960,540,17,William_frame_00378.jpg
735,57,206,320,378,960,540,7,Haakon_frame_00378.jpg
237,223,223,311,378,960,540,13,Oscar_frame_00378.jpg
410,104,308,317,378,960,540,5,Friedrich_frame_00378.jpg
1,88,177,185,378,960,540,1,Alexander_frame_00378.jpg
821,273,140,227,379,960,540,2,Bertie_frame_00379.jpg
37,209,176,239,379,960,540,17,William_frame_00379.jpg
728,60,215,327,379,960,540,7,Haakon_frame_00379.jpg
252,236,199,291,379,960,540,13,Oscar_frame_00379.jpg
376,107,337,316,379,960,540,5,Friedrich_frame_00379.jpg
1,93,170,196,379,960,540,1,Alexander_frame_00379.jpg
833,266,128,242,380,960,540,2,Bertie_frame_00380.jpg
35,209,183,237,380,960,540,17,William_frame_00380.jpg
721,47,207,346,380,960,540,7,Haakon_frame_00380.jpg
250,248,201,281,380,960,540,13,Oscar_frame_00380.jpg
350,107,349,315,380,960,540,5,Friedrich_frame_00380.jpg
1,97,185,197,380,960,540,1,Alexander_frame_00380.jpg
842,260,119,247,381,960,540,2,Bertie_frame_00381.jpg
38,200,175,242,381,960,540,17,William_frame_00381.jpg
726,47,204,362,381,960,540,7,Haakon_frame_00381.jpg
236,248,224,287,381,960,540,13,Oscar_frame_00381.jpg
368,107,341,313,381,960,540,5,Friedrich_frame_00381.jpg
1,86,175,207,381,960,540,1,Alexander_frame_00381.jpg
50,212,168,231,382,960,540,17,William_frame_00382.jpg
722,41,198,398,382,960,540,7,Haakon_frame_00382.jpg
248,244,204,287,382,960,540,13,Oscar_frame_00382.jpg
371,112,328,314,382,960,540,5,Friedrich_frame_00382.jpg
1,86,175,207,382,960,540,1,Alexander_frame_00382.jpg
46,209,173,227,383,960,540,17,William_frame_00383.jpg
719,62,210,366,383,960,540,7,Haakon_frame_00383.jpg
248,244,200,283,383,960,540,13,Oscar_frame_00383.jpg
353,112,335,308,383,960,540,5,Friedrich_frame_00383.jpg
1,88,187,206,383,960,540,1,Alexander_frame_00383.jpg
48,206,172,235,384,960,540,17,William_frame_00384.jpg
708,50,226,404,384,960,540,7,Haakon_frame_00384.jpg
250,231,199,294,384,960,540,13,Oscar_frame_00384.jpg
311,109,389,305,384,960,540,5,Friedrich_frame_00384.jpg
1,88,173,209,384,960,540,1,Alexander_frame_00384.jpg
55,198,179,237,385,960,540,17,William_frame_00385.jpg
711,84,215,342,385,960,540,7,Haakon_frame_00385.jpg
245,250,230,285,385,960,540,13,Oscar_frame_00385.jpg
266,122,399,302,385,960,540,5,Friedrich_frame_00385.jpg
1,89,156,221,385,960,540,1,Alexander_frame_00385.jpg
53,200,179,246,386,960,540,17,William_frame_00386.jpg
720,79,204,359,386,960,540,7,Haakon_frame_00386.jpg
234,240,237,293,386,960,540,13,Oscar_frame_00386.jpg
253,121,386,299,386,960,540,5,Friedrich_frame_00386.jpg
1,98,152,247,386,960,540,1,Alexander_frame_00386.jpg
46,200,188,228,387,960,540,17,William_frame_00387.jpg
715,89,194,365,387,960,540,7,Haakon_frame_00387.jpg
217,241,283,292,387,960,540,13,Oscar_frame_00387.jpg
